Date,DayOfWeek,Time,Computers,Silent,Quiet,Active,Other,Total,
1/7/2021,Thursday,12:30 PM,1,0,0,0,0,1,
1/7/2021,Thursday,2:30 PM,2,0,0,0,0,2,
1/7/2021,Thursday,3:30 PM,4,0,1,0,0,5,
1/7/2021,Thursday,4:30 PM,0,0,0,0,0,0,
1/7/2021,Thursday,5:30 PM,0,0,0,0,0,0,
1/8/2021,Friday,9:30 AM,1,0,0,0,0,1,
1/8/2021,Friday,10:30 AM,1,0,0,0,0,1,
1/8/2021,Friday,11:30 AM,2,0,0,0,0,2,
1/8/2021,Friday,12:30 PM,1,0,0,2,0,3,
1/8/2021,Friday,1:30 PM,3,0,0,0,0,3,
1/8/2021,Friday,2:30 PM,3,0,0,0,0,3,
1/8/2021,Friday,3:30 PM,3,0,0,0,0,3,
1/8/2021,Friday,4:30 PM,1,0,0,0,0,1,
1/11/2021,Monday,9:30 AM,2,0,0,0,0,2,
1/11/2021,Monday,2:30 PM,2,0,0,0,0,2,
1/11/2021,Monday,3:30 PM,2,0,0,0,2,4,
1/11/2021,Monday,4:30 PM,0,0,0,0,0,0,
1/11/2021,Monday,5:30 PM,4,0,0,0,0,4,
1/12/2021,Tuesday,9:30 AM,2,0,0,0,0,2,
1/12/2021,Tuesday,10:30 AM,0,0,0,0,0,0,
1/12/2021,Tuesday,11:30 AM,0,0,0,0,0,0,
1/12/2021,Tuesday,12:30 PM,0,0,0,0,0,0,
1/12/2021,Tuesday,1:30 PM,1,0,0,0,0,1,
1/12/2021,Tuesday,2:30 PM,0,0,0,0,0,0,
1/12/2021,Tuesday,3:30 PM,4,0,0,0,1,5,
1/12/2021,Tuesday,4:30 PM,1,0,0,0,0,1,
1/12/2021,Tuesday,5:30 PM,0,0,0,0,0,0,
1/13/2021,Wednesday,9:30 AM,2,0,0,0,0,2,
1/13/2021,Wednesday,10:30 AM,1,0,0,0,0,1,
1/13/2021,Wednesday,11:30 AM,1,0,0,0,0,1,
1/13/2021,Wednesday,12:30 PM,2,0,0,0,0,2,
1/13/2021,Wednesday,1:30 PM,2,0,0,0,0,2,
1/13/2021,Wednesday,2:30 PM,0,0,0,0,0,0,
1/13/2021,Wednesday,3:30 PM,3,0,0,0,1,4,
1/13/2021,Wednesday,4:30 PM,2,0,0,0,2,4,
1/13/2021,Wednesday,5:30 PM,1,0,0,0,0,1,
1/14/2021,Thursday,9:30 AM,0,0,0,0,0,0,
1/14/2021,Thursday,10:30 AM,1,0,0,0,0,1,
1/14/2021,Thursday,11:30 AM,1,0,0,0,0,1,
1/14/2021,Thursday,1:30 PM,1,0,0,0,0,1,
1/14/2021,Thursday,2:30 PM,2,0,0,0,0,2,
1/14/2021,Thursday,3:30 PM,0,0,0,0,1,1,
1/14/2021,Thursday,4:30 PM,2,0,0,0,1,3,
1/14/2021,Thursday,5:30 PM,0,0,0,0,0,0,
1/15/2021,Friday,9:30 AM,1,0,0,0,0,1,
1/15/2021,Friday,10:30 AM,2,0,0,0,0,2,
1/15/2021,Friday,11:30 AM,3,0,0,1,0,4,
1/15/2021,Friday,12:30 PM,2,0,0,0,0,2,
1/15/2021,Friday,12:30 PM,1,0,1,0,0,2,
1/15/2021,Friday,1:30 PM,5,0,1,0,0,6,
1/15/2021,Friday,2:30 PM,2,0,1,0,0,3,
1/15/2021,Friday,3:30 PM,2,0,2,0,0,4,
1/15/2021,Friday,4:30 PM,0,0,0,0,0,0,
