Date,DayOfWeek,Time,Computers,Tables,StudySpaces,QuietArea,Alcove,Total,timestamp
2020-01-23,Thursday,8:30 AM,12,4,4,12,12,44,1/23/2020
2020-01-23,Thursday,11:30 AM,14,8,3,10,4,39,1/23/2020
2020-01-23,Thursday,12:30 PM,26,10,10,19,12,77,1/23/2020
2020-01-23,Thursday,1:30 PM,6,8,29,5,4,52,1/23/2020
2020-01-23,Thursday,2:30 PM,19,10,15,14,2,60,1/23/2020
2020-01-23,Thursday,3:30 PM,17,5,22,8,3,55,1/23/2020
2020-01-23,Thursday,5:30 PM,12,6,6,8,6,38,1/23/2020
2020-01-23,Thursday,6:30 PM,10,0,3,4,2,19,1/23/2020
2020-01-23,Thursday,7:30 PM,10,0,1,5,0,16,1/23/2020
2020-01-23,Thursday,8:30 PM,9,2,1,1,0,13,1/23/2020
2020-01-24,Friday,8:30 AM,5,2,4,2,3,16,1/24/2020
2020-01-24,Friday,9:30 AM,6,1,3,3,0,13,1/24/2020
2020-01-24,Friday,10:30 AM,8,2,8,4,0,22,1/24/2020
2020-01-24,Friday,11:30 AM,13,0,7,4,1,25,1/24/2020
2020-01-24,Friday,12:30 PM,25,3,10,5,2,45,1/24/2020
2020-01-24,Friday,1:30 PM,10,3,8,3,1,25,1/24/2020
2020-01-24,Friday,1:30 PM,10,2,5,5,1,23,1/24/2020
2020-01-24,Friday,2:30 PM,10,2,5,5,1,23,1/24/2020
2020-01-25,Saturday,10:30 AM,0,0,0,2,0,2,1/25/2020
2020-01-25,Saturday,11:30 AM,3,0,0,0,0,3,1/25/2020
2020-01-25,Saturday,12:30 PM,6,0,20,0,1,27,1/25/2020
2020-01-25,Saturday,12:30 PM,4,0,12,0,0,16,1/25/2020
2020-01-25,Saturday,1:30 PM,5,0,20,0,1,26,1/25/2020
2020-01-27,Monday,8:30 AM,20,4,2,3,8,37,1/27/2020
2020-01-27,Monday,9:30 AM,22,6,6,6,6,46,1/27/2020
2020-01-27,Monday,10:30 AM,28,6,6,6,8,54,1/27/2020
2020-01-27,Monday,12:30 PM,34,18,9,22,6,89,1/27/2020
2020-01-27,Monday,1:30 PM,10,3,36,7,3,59,1/27/2020
2020-01-27,Monday,2:30 PM,21,8,7,8,3,47,1/27/2020
2020-01-27,Monday,3:30 PM,17,3,10,7,1,38,1/27/2020
2020-01-27,Monday,5:30 PM,12,1,4,7,4,28,1/27/2020
2020-01-27,Monday,6:30 PM,3,1,4,2,2,12,1/27/2020
2020-01-27,Monday,7:30 PM,5,0,3,2,0,10,1/27/2020
2020-01-28,Tuesday,8:30 AM,6,2,3,2,5,18,1/28/2020
2020-01-28,Tuesday,9:30 AM,18,6,6,6,6,42,1/28/2020
2020-01-28,Tuesday,10:30 AM,12,6,6,12,6,42,1/28/2020
2020-01-28,Tuesday,5:30 PM,12,7,2,10,4,35,1/28/2020
2020-01-28,Tuesday,6:30 PM,3,1,8,3,0,15,1/28/2020
2020-01-28,Tuesday,7:30 PM,2,1,0,1,0,4,1/28/2020
2020-01-28,Tuesday,8:30 PM,4,0,1,4,1,10,1/28/2020
2020-01-29,Wednesday,8:30 AM,7,2,2,7,2,20,1/29/2020
2020-01-29,Wednesday,9:30 AM,10,6,4,6,2,28,1/29/2020
2020-01-29,Wednesday,10:30 AM,15,6,6,11,6,44,1/29/2020
2020-01-29,Wednesday,11:30 AM,28,6,11,9,3,57,1/29/2020
2020-01-29,Wednesday,12:30 PM,35,20,10,20,5,90,1/29/2020
2020-01-29,Wednesday,3:30 PM,29,14,8,10,4,65,1/29/2020
2020-01-29,Wednesday,5:30 PM,20,7,9,9,6,51,1/29/2020
2020-01-29,Wednesday,6:30 PM,10,2,9,5,1,27,1/29/2020
2020-01-29,Wednesday,7:30 PM,7,0,9,6,1,23,1/29/2020
2020-01-29,Wednesday,8:30 PM,4,0,3,4,0,11,1/29/2020
2020-01-30,Thursday,8:30 AM,15,4,4,6,2,31,1/30/2020
2020-01-30,Thursday,9:30 AM,15,4,4,6,6,35,1/30/2020
2020-01-30,Thursday,10:30 AM,15,8,8,9,9,49,1/30/2020
2020-01-30,Thursday,4:30 PM,21,5,8,11,1,46,1/30/2020
2020-01-30,Thursday,5:30 PM,15,3,6,7,3,34,1/30/2020
2020-01-30,Thursday,6:30 PM,10,1,3,3,2,19,1/30/2020
2020-01-30,Thursday,7:30 PM,8,0,3,4,1,16,1/30/2020
2020-01-30,Thursday,8:30 PM,6,1,0,2,1,10,1/30/2020
2020-01-31,Friday,8:30 AM,21,4,0,6,1,32,1/31/2020
2020-02-01,Saturday,11:30 AM,6,0,3,0,0,9,2/1/2020
2020-02-01,Saturday,12:30 PM,6,1,4,0,1,12,2/1/2020
2020-02-01,Saturday,1:30 PM,3,0,0,1,0,4,2/1/2020
2020-02-03,Monday,8:30 AM,18,4,4,8,3,37,2/3/2020
2020-02-03,Monday,9:30 AM,18,8,3,2,6,37,2/3/2020
2020-02-03,Monday,10:30 AM,20,10,4,8,10,52,2/3/2020
2020-02-03,Monday,12:30 PM,29,22,16,15,4,86,2/3/2020
2020-02-03,Monday,1:30 PM,15,6,33,12,2,68,2/3/2020
2020-02-03,Monday,2:30 PM,14,3,2,9,2,30,2/3/2020
2020-02-03,Monday,3:30 PM,14,3,6,10,4,37,2/3/2020
2020-02-03,Monday,4:30 PM,23,3,5,11,2,44,2/3/2020
2020-02-03,Monday,5:30 PM,21,5,3,4,3,36,2/3/2020
2020-02-03,Monday,6:30 PM,14,1,2,2,1,20,2/3/2020
2020-02-03,Monday,7:30 PM,10,0,2,2,1,15,2/3/2020
2020-02-03,Monday,8:30 PM,6,1,0,1,0,8,2/3/2020
2020-02-04,Tuesday,8:30 AM,14,2,0,7,6,29,2/4/2020
2020-02-04,Tuesday,9:30 AM,12,4,1,6,3,26,2/4/2020
2020-02-04,Tuesday,10:30 AM,20,4,3,6,8,41,2/4/2020
2020-02-04,Tuesday,5:30 PM,17,5,3,10,5,40,2/4/2020
2020-02-04,Tuesday,6:30 PM,5,1,8,4,1,19,2/4/2020
2020-02-04,Tuesday,7:30 PM,7,1,5,4,0,17,2/4/2020
2020-02-04,Tuesday,8:30 PM,5,1,3,4,3,16,2/4/2020
2020-02-06,Thursday,8:30 AM,10,2,1,3,2,18,2/6/2020
2020-02-06,Thursday,9:30 AM,15,4,4,10,3,36,2/6/2020
2020-02-06,Thursday,10:30 AM,20,1,8,3,10,42,2/6/2020
2020-02-06,Thursday,5:30 PM,13,14,7,10,4,48,2/6/2020
2020-02-06,Thursday,6:30 PM,6,2,3,6,2,19,2/6/2020
2020-02-06,Thursday,7:30 PM,7,1,2,5,2,17,2/6/2020
2020-02-06,Thursday,8:30 PM,6,4,1,2,1,14,2/6/2020
2020-02-07,Friday,8:30 AM,8,3,3,6,1,21,2/7/2020
2020-02-07,Friday,9:30 AM,18,4,6,6,3,37,2/7/2020
2020-02-07,Friday,10:30 AM,20,10,8,8,4,50,2/7/2020
2020-02-08,Saturday,10:30 AM,0,0,0,0,0,0,2/8/2020
2020-02-08,Saturday,11:30 AM,4,0,0,0,1,5,2/8/2020
2020-02-08,Saturday,12:30 PM,2,0,4,2,1,9,2/8/2020
2020-02-08,Saturday,1:30 PM,4,0,2,0,2,8,2/8/2020
2020-02-10,Monday,8:30 AM,4,1,1,5,6,17,2/10/2020
2020-02-10,Monday,9:30 AM,8,8,4,3,12,35,2/10/2020
2020-02-10,Monday,10:30 AM,8,4,5,12,6,35,2/10/2020
2020-02-10,Monday,1:30 PM,12,7,13,7,2,41,2/10/2020
2020-02-10,Monday,2:30 PM,29,9,13,9,3,63,2/10/2020
2020-02-10,Monday,3:30 PM,18,7,23,11,3,62,2/10/2020
2020-02-10,Monday,4:30 PM,19,9,10,9,4,51,2/10/2020
2020-02-10,Monday,7:30 PM,9,0,7,3,0,19,2/10/2020
2020-02-11,Tuesday,8:30 AM,7,2,3,10,6,28,2/11/2020
2020-02-11,Tuesday,9:30 AM,10,12,10,12,5,49,2/11/2020
2020-02-11,Tuesday,10:30 AM,23,10,8,16,6,63,2/11/2020
2020-02-12,Wednesday,8:30 AM,10,4,2,3,6,25,2/12/2020
2020-02-12,Wednesday,9:30 AM,13,6,1,6,3,29,2/12/2020
2020-02-12,Wednesday,10:30 AM,26,10,1,12,10,59,2/12/2020
2020-02-13,Thursday,8:30 AM,15,4,2,4,4,29,2/13/2020
2020-02-13,Thursday,9:30 AM,15,6,6,6,6,39,2/13/2020
2020-02-13,Thursday,10:30 AM,15,6,6,6,6,39,2/13/2020
2020-02-13,Thursday,5:30 PM,11,7,28,6,2,54,2/13/2020
2020-02-13,Thursday,6:30 PM,7,2,7,4,0,20,2/13/2020
2020-02-13,Thursday,7:30 PM,11,3,6,1,0,21,2/13/2020
2020-02-13,Thursday,8:30 PM,8,1,2,0,0,11,2/13/2020
2020-02-14,Friday,8:30 AM,8,1,4,1,1,15,2/14/2020
2020-02-14,Friday,9:30 AM,6,5,4,3,2,20,2/14/2020
2020-02-14,Friday,10:30 AM,6,2,3,6,2,19,2/14/2020
2020-02-14,Friday,11:30 AM,10,6,6,6,3,31,2/14/2020
2020-02-15,Saturday,10:30 AM,1,1,1,0,0,3,2/15/2020
2020-02-15,Saturday,11:30 AM,5,1,1,0,1,8,2/15/2020
2020-02-15,Saturday,12:30 PM,7,0,1,1,0,9,2/15/2020
2020-02-17,Monday,8:30 AM,10,2,4,4,5,25,2/17/2020
2020-02-17,Monday,9:30 AM,30,9,4,6,6,55,2/17/2020
2020-02-17,Monday,10:30 AM,30,10,8,10,6,64,2/17/2020
2020-02-17,Monday,5:30 PM,19,6,3,3,2,33,2/17/2020
2020-02-17,Monday,6:30 PM,13,3,2,4,1,23,2/17/2020
2020-02-17,Monday,7:30 PM,8,1,2,4,1,16,2/17/2020
2020-02-17,Monday,8:30 PM,6,2,0,1,1,10,2/17/2020
2020-02-18,Tuesday,8:30 AM,12,4,3,6,5,30,2/18/2020
2020-02-18,Tuesday,9:30 AM,30,12,8,9,6,65,2/18/2020
2020-02-18,Tuesday,5:30 PM,18,2,3,4,4,31,2/18/2020
2020-02-18,Tuesday,7:30 PM,9,1,10,5,2,27,2/18/2020
2020-02-18,Tuesday,8:30 PM,6,1,0,5,0,12,2/18/2020
2020-02-19,Wednesday,8:30 AM,12,4,6,4,3,29,2/19/2020
2020-02-19,Wednesday,9:30 AM,8,4,5,8,6,31,2/19/2020
2020-02-19,Wednesday,10:30 AM,20,8,4,8,4,44,2/19/2020
2020-02-19,Wednesday,5:30 PM,14,9,7,6,2,38,2/19/2020
2020-02-19,Wednesday,6:30 PM,12,1,6,3,2,24,2/19/2020
2020-02-20,Thursday,8:30 AM,8,3,4,6,2,23,2/20/2020
2020-02-20,Thursday,9:30 AM,5,5,3,6,3,22,2/20/2020
2020-02-20,Thursday,10:30 AM,20,8,4,8,4,44,2/20/2020
2020-02-20,Thursday,12:30 PM,31,15,4,16,6,72,2/20/2020
2020-02-20,Thursday,1:30 PM,17,9,8,11,4,49,2/20/2020
2020-02-20,Thursday,2:30 PM,18,9,10,9,3,49,2/20/2020
2020-02-20,Thursday,3:30 PM,22,6,8,11,3,50,2/20/2020
2020-02-20,Thursday,5:30 PM,7,4,14,7,3,35,2/20/2020
2020-02-20,Thursday,6:30 PM,4,3,5,7,1,20,2/20/2020
2020-02-20,Thursday,7:30 PM,9,4,8,6,2,29,2/20/2020
2020-02-20,Thursday,8:30 PM,7,3,4,3,1,18,2/20/2020
2020-02-21,Friday,8:30 AM,8,4,2,4,1,19,2/21/2020
2020-02-21,Friday,9:30 AM,6,2,4,6,3,21,2/21/2020
2020-02-21,Friday,10:30 AM,10,6,5,6,1,28,2/21/2020
2020-02-22,Saturday,11:30 AM,4,1,2,0,1,8,2/22/2020
2020-02-22,Saturday,1:30 PM,4,0,1,1,0,6,2/22/2020
2020-02-22,Saturday,1:30 PM,4,0,1,1,0,6,2/22/2020
2020-02-24,Monday,8:30 AM,14,4,6,8,3,35,2/24/2020
2020-02-24,Monday,9:30 AM,22,10,1,10,2,45,2/24/2020
2020-02-24,Monday,10:30 AM,26,8,6,10,5,55,2/24/2020
2020-02-24,Monday,12:30 PM,33,10,14,14,7,78,2/24/2020
2020-02-24,Monday,2:30 PM,9,3,16,5,2,35,2/24/2020
2020-02-24,Monday,1:30 PM,13,6,8,11,3,41,2/24/2020
2020-02-24,Monday,3:30 PM,17,2,8,5,2,34,2/24/2020
2020-02-24,Monday,4:30 PM,14,3,1,12,2,32,2/24/2020
2020-02-24,Monday,5:30 PM,10,5,10,8,4,37,2/24/2020
2020-02-24,Monday,6:30 PM,15,2,3,2,2,24,2/24/2020
2020-02-24,Monday,6:30 PM,16,2,2,2,1,23,2/24/2020
2020-02-24,Monday,8:30 PM,5,2,3,4,0,14,2/24/2020
2020-02-25,Tuesday,8:30 AM,12,5,8,10,4,39,2/25/2020
2020-02-25,Tuesday,9:30 AM,25,10,10,12,4,61,2/25/2020
2020-02-25,Tuesday,10:30 AM,12,10,10,8,3,43,2/25/2020
2020-02-25,Tuesday,12:30 PM,22,8,22,13,3,68,2/25/2020
2020-02-25,Tuesday,12:30 PM,27,19,17,18,8,89,2/25/2020
2020-02-25,Tuesday,3:30 PM,22,10,11,12,3,58,2/25/2020
2020-02-25,Tuesday,4:30 PM,17,8,13,15,5,58,2/25/2020
2020-02-25,Tuesday,5:30 PM,9,6,3,5,3,26,2/25/2020
2020-02-25,Tuesday,6:30 PM,4,2,6,3,1,16,2/25/2020
2020-02-25,Tuesday,7:30 PM,7,1,7,1,0,16,2/25/2020
2020-02-25,Tuesday,8:30 PM,5,0,3,3,1,12,2/25/2020
2020-02-26,Wednesday,8:30 AM,8,3,3,8,3,25,2/26/2020
2020-02-26,Wednesday,9:30 AM,12,4,5,8,4,33,2/26/2020
2020-02-26,Wednesday,1:30 PM,13,8,12,10,3,46,2/26/2020
2020-02-26,Wednesday,2:30 PM,15,10,8,9,3,45,2/26/2020
2020-02-26,Wednesday,3:30 PM,12,6,11,8,4,41,2/26/2020
2020-02-26,Wednesday,4:30 PM,9,2,28,9,3,51,2/26/2020
2020-02-26,Wednesday,5:30 PM,16,5,17,8,2,48,2/26/2020
2020-02-26,Wednesday,7:30 PM,12,0,9,1,1,23,2/26/2020
2020-02-27,Thursday,8:30 AM,8,4,1,3,2,18,2/27/2020
2020-02-27,Thursday,9:30 AM,8,5,2,8,5,28,2/27/2020
2020-02-27,Thursday,10:30 AM,12,6,4,6,5,33,2/27/2020
2020-02-27,Thursday,12:30 PM,31,14,16,18,3,82,2/27/2020
2020-02-27,Thursday,2:30 PM,12,5,17,12,2,48,2/27/2020
2020-02-27,Thursday,3:30 PM,12,4,10,11,1,38,2/27/2020
2020-02-27,Thursday,4:30 PM,21,3,5,17,2,48,2/27/2020
2020-02-27,Thursday,5:30 PM,12,5,9,11,3,40,2/27/2020
2020-02-27,Thursday,6:30 PM,4,1,10,1,1,17,2/27/2020
2020-02-27,Thursday,7:30 PM,7,0,8,1,1,17,2/27/2020
2020-02-27,Thursday,8:30 PM,6,0,6,1,0,13,2/27/2020
2020-02-27,Thursday,8:30 PM,6,0,6,1,0,13,2/27/2020
2020-02-28,Friday,8:30 AM,11,4,4,5,3,27,2/28/2020
2020-02-28,Friday,9:30 AM,6,6,5,4,2,23,2/28/2020
2020-02-29,Saturday,12:30 PM,6,0,12,5,0,23,2/29/2020
2020-02-29,Saturday,1:30 PM,2,1,11,2,2,18,2/29/2020
2020-03-02,Monday,8:30 AM,12,4,2,6,3,27,3/2/2020
2020-03-02,Monday,9:30 AM,20,8,4,6,3,41,3/2/2020
2020-03-02,Monday,12:30 PM,31,10,21,27,9,98,3/2/2020
2020-03-02,Monday,1:30 PM,8,2,28,11,2,51,3/2/2020
2020-03-02,Monday,2:30 PM,20,3,10,9,3,45,3/2/2020
2020-03-02,Monday,3:30 PM,17,5,22,9,3,56,3/2/2020
2020-03-02,Monday,4:30 PM,16,2,9,15,3,45,3/2/2020
2020-03-02,Monday,5:30 PM,15,5,18,11,1,50,3/2/2020
2020-03-02,Monday,6:30 PM,2,3,7,4,2,18,3/2/2020
2020-03-02,Monday,7:30 PM,8,1,6,6,2,23,3/2/2020
2020-03-03,Tuesday,8:30 AM,12,4,2,6,3,27,3/3/2020
2020-03-03,Tuesday,9:30 AM,30,10,6,12,5,63,3/3/2020
2020-03-03,Tuesday,10:30 AM,34,10,8,12,6,70,3/3/2020
2020-03-03,Tuesday,5:30 PM,18,6,30,8,5,67,3/3/2020
2020-03-03,Tuesday,6:30 PM,5,1,5,2,1,14,3/3/2020
2020-03-03,Tuesday,3:30 PM,8,1,9,4,0,22,3/3/2020
2020-03-03,Tuesday,8:30 PM,6,0,8,2,1,17,3/3/2020
2020-03-04,Wednesday,8:30 AM,10,4,2,6,2,24,3/4/2020
2020-03-04,Wednesday,9:30 AM,12,4,2,6,2,26,3/4/2020
2020-03-04,Wednesday,10:30 AM,18,6,1,3,4,32,3/4/2020
2020-03-04,Wednesday,4:30 PM,16,4,2,13,3,38,3/4/2020
2020-03-04,Wednesday,5:30 PM,10,6,9,8,3,36,3/4/2020
2020-03-04,Wednesday,6:30 PM,8,0,9,4,1,22,3/4/2020
2020-03-05,Thursday,8:30 AM,8,2,4,3,2,19,3/5/2020
2020-03-05,Thursday,9:30 AM,10,2,6,12,2,32,3/5/2020
2020-03-05,Thursday,11:30 AM,18,9,14,17,5,63,3/5/2020
2020-03-05,Thursday,12:30 PM,36,17,11,11,4,79,3/5/2020
2020-03-05,Thursday,1:30 PM,11,4,10,7,1,33,3/5/2020
2020-03-05,Thursday,2:30 PM,13,14,9,7,2,45,3/5/2020
2020-03-05,Thursday,3:30 PM,15,13,16,10,1,55,3/5/2020
2020-03-05,Thursday,1:30 PM,11,12,28,8,1,60,3/5/2020
2020-03-05,Thursday,5:30 PM,8,1,20,7,2,38,3/5/2020
2020-03-05,Thursday,6:30 PM,8,3,14,4,0,29,3/5/2020
2020-03-05,Thursday,7:30 PM,6,1,8,2,0,17,3/5/2020
2020-03-06,Friday,8:30 AM,8,2,2,6,1,19,3/6/2020
2020-03-06,Friday,9:30 AM,6,4,6,5,2,23,3/6/2020
2020-03-06,Friday,10:30 AM,10,5,8,5,2,30,3/6/2020
2020-03-07,Saturday,11:30 AM,6,0,10,1,0,17,3/7/2020
2020-03-07,Saturday,1:30 PM,7,0,3,0,0,10,3/7/2020
2020-03-09,Monday,8:30 AM,10,5,4,10,3,32,3/9/2020
2020-03-09,Monday,9:30 AM,10,5,4,12,2,33,3/9/2020
2020-03-09,Monday,10:30 AM,22,6,6,10,3,47,3/9/2020
2020-03-09,Monday,12:30 PM,36,18,11,20,6,91,3/9/2020
2020-03-09,Monday,1:30 PM,8,4,7,9,3,31,3/9/2020
2020-03-09,Monday,3:30 PM,13,3,14,8,5,43,3/9/2020
2020-03-09,Monday,3:30 PM,12,3,10,6,1,32,3/9/2020
2020-03-09,Monday,4:30 PM,12,3,10,6,1,32,3/9/2020
2020-03-09,Monday,5:30 PM,13,7,9,3,1,33,3/9/2020
2020-03-09,Monday,6:30 PM,4,2,6,2,0,14,3/9/2020
2020-03-09,Monday,8:30 PM,3,0,1,1,2,7,3/9/2020
2020-03-10,Tuesday,8:30 AM,6,4,2,6,1,19,3/10/2020
2020-03-10,Tuesday,9:30 AM,12,10,4,6,4,36,3/10/2020
2020-03-10,Tuesday,10:30 AM,29,10,8,10,1,58,3/10/2020
2020-03-10,Tuesday,12:30 PM,19,14,13,18,6,70,3/10/2020
2020-03-10,Tuesday,1:30 PM,10,6,14,9,3,42,3/10/2020
2020-03-10,Tuesday,2:30 PM,17,2,29,6,3,57,3/10/2020
2020-03-10,Tuesday,4:30 PM,17,10,21,12,3,63,3/10/2020
2020-03-10,Tuesday,5:30 PM,17,7,6,7,3,40,3/10/2020
2020-03-11,Wednesday,8:30 AM,12,6,3,5,2,28,3/11/2020
2020-03-11,Wednesday,9:30 AM,8,6,1,5,4,24,3/11/2020
2020-03-11,Wednesday,10:30 AM,16,9,2,5,4,36,3/11/2020
2020-03-11,Wednesday,4:30 PM,7,2,11,15,1,36,3/11/2020
2020-03-11,Wednesday,5:30 PM,12,1,8,7,3,31,3/11/2020
2020-03-11,Wednesday,6:30 PM,7,1,2,4,2,16,3/11/2020
2020-03-11,Wednesday,7:30 PM,2,0,0,2,1,5,3/11/2020
2020-03-12,Thursday,8:30 AM,3,1,0,1,0,5,3/12/2020
2020-03-12,Thursday,9:30 AM,12,8,3,6,2,31,3/12/2020
2020-03-12,Thursday,10:30 AM,20,10,8,8,3,49,3/12/2020
2020-03-12,Thursday,11:30 PM,18,9,8,11,2,48,3/12/2020
2020-03-12,Thursday,2:30 PM,9,5,11,3,2,30,3/12/2020
2020-03-12,Thursday,3:30 PM,5,4,11,10,2,32,3/12/2020
2020-03-12,Thursday,4:30 PM,7,2,12,9,2,32,3/12/2020
2020-03-13,Friday,8:30 AM,6,5,2,0,1,14,3/13/2020
2020-03-13,Friday,9:30 AM,4,3,1,2,1,11,3/13/2020
2020-09-25,Friday,7:30 AM,0,0,0,1,0,1,9/25/2020
2020-09-25,Friday,8:30 AM,0,0,0,1,0,1,9/25/2020
2020-09-25,Friday,9:30 AM,1,0,0,1,0,2,9/25/2020
2020-09-25,Friday,10:30 AM,2,1,0,2,0,5,9/25/2020
2020-09-25,Friday,11:30 AM,2,1,1,2,1,7,9/25/2020
2020-09-28,Monday,8:30 AM,2,1,0,1,1,5,9/28/2020
2020-09-28,Monday,9:30 AM,4,4,3,1,3,15,9/28/2020
2020-09-28,Monday,10:30 AM,6,3,4,4,2,19,9/28/2020
2020-09-28,Monday,11:30 AM,9,0,2,3,2,16,9/28/2020
2020-09-28,Monday,1:30 PM,3,2,0,2,0,7,9/28/2020
2020-09-28,Monday,2:30 PM,2,0,0,2,0,4,9/28/2020
2020-09-28,Monday,3:30 PM,1,0,4,1,1,7,9/28/2020
2020-09-28,Monday,3:30 PM,4,0,1,2,1,8,9/28/2020
2020-09-28,Monday,4:30 PM,2,1,1,1,2,7,9/28/2020
2020-09-28,Monday,5:30 PM,2,1,1,2,1,7,9/28/2020
2020-09-28,Monday,6:30 PM,2,0,3,0,0,5,9/28/2020
2020-09-28,Monday,7:30 PM,1,0,3,1,0,5,9/28/2020
2020-09-29,Tuesday,8:30 AM,0,1,0,1,1,3,9/29/2020
2020-09-29,Tuesday,9:30 AM,2,2,2,2,1,9,9/29/2020
2020-09-29,Tuesday,11:30 AM,3,3,1,4,2,13,9/29/2020
2020-09-29,Tuesday,12:30 PM,8,5,2,3,1,19,9/29/2020
2020-09-29,Tuesday,1:30 PM,0,1,0,4,1,6,9/29/2020
2020-09-29,Tuesday,2:30 PM,2,3,2,2,2,11,9/29/2020
2020-09-29,Tuesday,3:30 PM,1,1,4,5,1,12,9/29/2020
2020-09-29,Tuesday,4:30 PM,3,2,5,3,1,14,9/29/2020
2020-09-29,Tuesday,5:30 PM,6,2,3,2,0,13,9/29/2020
2020-09-29,Tuesday,7:30 PM,3,0,2,2,0,7,9/29/2020
2020-09-30,Wednesday,8:30 AM,2,0,0,2,0,4,9/30/2020
2020-09-30,Wednesday,9:30 AM,3,6,1,2,3,15,9/30/2020
2020-09-30,Wednesday,11:30 AM,7,2,3,3,1,16,9/30/2020
2020-09-30,Wednesday,12:30 PM,8,3,2,2,1,16,9/30/2020
2020-09-30,Wednesday,1:30 PM,2,2,0,1,0,5,9/30/2020
2020-09-30,Wednesday,1:30 PM,2,1,0,1,0,4,9/30/2020
2020-09-30,Wednesday,2:30 PM,4,1,0,1,0,6,9/30/2020
2020-09-30,Wednesday,4:30 PM,3,0,0,2,0,5,9/30/2020
2020-09-30,Wednesday,5:30 PM,3,0,0,2,1,6,9/30/2020
2020-09-30,Wednesday,7:30 PM,3,0,0,0,0,3,9/30/2020
2020-10-01,Thursday,7:30 AM,1,1,1,1,1,5,10/1/2020
2020-10-01,Thursday,8:30 AM,4,2,1,2,1,10,10/1/2020
2020-10-01,Thursday,9:30 AM,2,2,1,3,2,10,10/1/2020
2020-10-01,Thursday,10:30 AM,3,2,1,2,2,10,10/1/2020
2020-10-01,Thursday,11:30 AM,3,2,1,3,2,11,10/1/2020
2020-10-01,Thursday,12:30 PM,4,4,2,3,4,17,10/1/2020
2020-10-01,Thursday,1:30 PM,2,1,1,3,1,8,10/1/2020
2020-10-01,Thursday,2:30 PM,2,3,1,2,1,9,10/1/2020
2020-10-01,Thursday,3:30 PM,4,0,0,2,0,6,10/1/2020
2020-10-01,Thursday,4:30 PM,3,0,1,0,0,4,10/1/2020
2020-10-01,Thursday,5:30 PM,2,0,1,2,1,6,10/1/2020
2020-10-02,Friday,8:30 AM,0,0,0,0,1,1,10/2/2020
2020-10-02,Friday,9:30 AM,1,0,0,0,1,2,10/2/2020
2020-10-02,Friday,10:30 AM,0,0,0,0,1,1,10/2/2020
2020-10-02,Friday,11:30 AM,2,1,0,0,1,4,10/2/2020
2020-10-02,Friday,1:30 PM,1,0,4,0,0,5,10/2/2020
2020-10-02,Friday,12:30 PM,0,0,3,1,1,5,10/2/2020
2020-10-02,Friday,3:30 PM,0,0,3,1,1,5,10/2/2020
2020-10-05,Monday,7:30 AM,1,0,0,0,1,2,10/5/2020
2020-10-05,Monday,8:30 AM,2,0,0,1,1,4,10/5/2020
2020-10-05,Monday,9:30 AM,3,0,0,1,2,6,10/5/2020
2020-10-05,Monday,10:30 AM,4,1,1,1,1,8,10/5/2020
2020-10-05,Monday,11:30 AM,12,3,2,2,2,21,10/5/2020
2020-10-05,Monday,1:30 PM,5,2,3,1,1,12,10/5/2020
2020-10-05,Monday,2:30 PM,3,1,4,1,0,9,10/5/2020
2020-10-05,Monday,3:30 PM,7,2,3,2,1,15,10/5/2020
2020-10-05,Monday,4:30 PM,6,3,1,3,2,15,10/5/2020
2020-10-05,Monday,5:30 PM,3,1,2,0,2,8,10/5/2020
2020-10-05,Monday,6:30 PM,1,0,0,0,1,2,10/5/2020
2020-10-05,Monday,7:30 PM,3,0,1,0,1,5,10/5/2020
2020-10-06,Tuesday,7:30 AM,0,0,0,0,0,0,10/6/2020
2020-10-06,Tuesday,8:30 AM,0,0,0,0,1,1,10/6/2020
2020-10-06,Tuesday,9:30 AM,2,2,2,2,2,10,10/6/2020
2020-10-06,Tuesday,10:30 AM,3,3,3,1,3,13,10/6/2020
2020-10-06,Tuesday,11:30 AM,3,2,1,5,4,15,10/6/2020
2020-10-06,Tuesday,11:30 AM,10,5,2,3,4,24,10/6/2020
2020-10-06,Tuesday,2:30 PM,5,1,0,3,0,9,10/6/2020
2020-10-06,Tuesday,4:30 PM,2,0,2,0,0,4,10/6/2020
2020-10-06,Tuesday,5:30 PM,5,0,1,0,0,6,10/6/2020
2020-10-06,Tuesday,6:30 PM,3,0,0,0,0,3,10/6/2020
2020-10-06,Tuesday,7:30 PM,0,0,0,1,0,1,10/6/2020
2020-10-07,Wednesday,8:30 AM,5,1,1,0,3,10,10/7/2020
2020-10-07,Wednesday,9:30 AM,7,5,0,3,3,18,10/7/2020
2020-10-07,Wednesday,10:30 AM,5,2,0,1,0,8,10/7/2020
2020-10-07,Wednesday,11:30 AM,6,5,6,3,1,21,10/7/2020
2020-10-07,Wednesday,1:30 PM,2,0,2,1,0,5,10/7/2020
2020-10-07,Wednesday,2:30 PM,2,0,1,3,1,7,10/7/2020
2020-10-07,Wednesday,4:30 PM,2,0,2,2,1,7,10/7/2020
2020-10-07,Wednesday,5:30 PM,2,0,2,2,1,7,10/7/2020
2020-10-07,Wednesday,6:30 PM,2,0,2,2,1,7,10/7/2020
2020-10-07,Wednesday,7:30 PM,0,0,0,2,0,2,10/7/2020
2020-10-08,Thursday,8:30 AM,0,0,0,1,1,2,10/8/2020
