Semester,Date,DayOfWeek,Time,Computers,Silent,Quiet,Active,Other,Total
Fall 2020,12/9/2020,Wednesday,6:30 PM,0,0,0,0,1,1
Fall 2020,12/9/2020,Wednesday,7:30 PM,2,0,0,0,0,2
Fall 2020,12/10/2020,Thursday,7:30 AM,0,0,0,0,0,0
Fall 2020,12/10/2020,Thursday,8:30 AM,0,0,0,0,2,2
Fall 2020,12/10/2020,Thursday,9:30 AM,1,0,0,0,2,3
Fall 2020,12/10/2020,Thursday,10:30 AM,3,0,0,0,2,5
Fall 2020,12/10/2020,Thursday,11:30 AM,3,0,0,0,0,3
Fall 2020,12/10/2020,Thursday,12:30 PM,4,0,0,0,0,4
Fall 2020,12/10/2020,Thursday,1:30 PM,2,0,0,0,0,2
Fall 2020,12/10/2020,Thursday,2:30 PM,1,0,0,0,0,1
Fall 2020,12/10/2020,Thursday,2:30 PM,1,0,0,2,0,3
Fall 2020,12/10/2020,Thursday,3:30 PM,1,0,0,2,0,3
Fall 2020,12/10/2020,Thursday,4:30 PM,2,0,0,0,0,2
Fall 2020,12/10/2020,Thursday,5:30 PM,5,0,0,0,0,5
Fall 2020,12/10/2020,Thursday,6:30 PM,5,0,0,0,0,5
Fall 2020,12/10/2020,Thursday,7:30 PM,4,0,2,0,0,6
Fall 2020,12/11/2020,Friday,7:30 AM,1,0,0,0,0,1
Fall 2020,12/11/2020,Friday,8:30 AM,1,0,0,0,0,1
Fall 2020,12/11/2020,Friday,9:30 AM,2,0,0,0,0,2
Fall 2020,12/11/2020,Friday,10:30 AM,1,0,1,0,0,2
Fall 2020,12/11/2020,Friday,11:30 AM,2,0,0,0,0,2
Fall 2020,12/11/2020,Friday,12:30 PM,3,0,0,0,0,3
Fall 2020,12/11/2020,Friday,1:30 PM,4,0,0,0,0,4
Fall 2020,12/11/2020,Friday,2:30 PM,3,0,0,0,0,3
Fall 2020,12/11/2020,Friday,3:30 PM,2,0,1,0,0,3
Fall 2020,12/11/2020,Friday,4:30 PM,2,0,0,0,0,2
Fall 2020,12/11/2020,Friday,5:30 PM,3,0,0,0,1,4
Fall 2020,12/11/2020,Friday,6:30 PM,2,0,0,0,1,3
Winter Intersession 2020,12/15/2020,Tuesday,9:30 AM,2,0,0,0,0,2
Winter Intersession 2020,12/15/2020,Tuesday,10:30 AM,4,0,0,0,0,4
Winter Intersession 2020,12/15/2020,Tuesday,11:30 AM,2,0,0,0,0,2
Winter Intersession 2020,12/15/2020,Tuesday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/15/2020,Tuesday,12:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/15/2020,Tuesday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/15/2020,Tuesday,2:30 PM,2,0,0,0,0,2
Winter Intersession 2020,12/15/2020,Tuesday,2:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/15/2020,Tuesday,3:30 PM,3,0,0,0,0,3
Winter Intersession 2020,12/15/2020,Tuesday,4:30 PM,4,0,0,0,1,5
Winter Intersession 2020,12/15/2020,Tuesday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/16/2020,Wednesday,9:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/16/2020,Wednesday,10:30 AM,2,0,0,0,0,2
Winter Intersession 2020,12/16/2020,Wednesday,11:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/16/2020,Wednesday,12:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/16/2020,Wednesday,1:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/16/2020,Wednesday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/16/2020,Wednesday,3:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/16/2020,Wednesday,4:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/16/2020,Wednesday,5:30 PM,2,0,0,0,0,2
Winter Intersession 2020,12/17/2020,Thursday,9:30 AM,1,0,0,0,0,1
Winter Intersession 2020,12/17/2020,Thursday,10:30 AM,2,0,0,0,0,2
Winter Intersession 2020,12/17/2020,Thursday,11:30 AM,1,0,0,0,0,1
Winter Intersession 2020,12/17/2020,Thursday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/17/2020,Thursday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/17/2020,Thursday,3:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/17/2020,Thursday,4:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/17/2020,Thursday,5:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/18/2020,Friday,9:30 AM,1,0,0,0,0,1
Winter Intersession 2020,12/18/2020,Friday,10:30 AM,4,0,0,1,0,5
Winter Intersession 2020,12/18/2020,Friday,12:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/18/2020,Friday,1:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/18/2020,Friday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/18/2020,Friday,3:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/18/2020,Friday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/21/2020,Monday,9:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/21/2020,Monday,10:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/21/2020,Monday,11:30 AM,1,0,0,0,0,1
Winter Intersession 2020,12/21/2020,Monday,12:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/21/2020,Monday,12:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/21/2020,Monday,2:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/21/2020,Monday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/21/2020,Monday,2:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/21/2020,Monday,3:30 PM,2,0,0,0,0,2
Winter Intersession 2020,12/21/2020,Monday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/21/2020,Monday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/22/2020,Tuesday,9:30 AM,0,0,0,2,0,2
Winter Intersession 2020,12/22/2020,Tuesday,10:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/22/2020,Tuesday,11:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/22/2020,Tuesday,12:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/22/2020,Tuesday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/22/2020,Tuesday,2:30 PM,0,0,0,0,3,3
Winter Intersession 2020,12/22/2020,Tuesday,2:30 PM,0,0,1,0,3,4
Winter Intersession 2020,12/22/2020,Tuesday,3:30 PM,0,0,1,0,0,1
Winter Intersession 2020,12/22/2020,Tuesday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/22/2020,Tuesday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/23/2020,Wednesday,9:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/23/2020,Wednesday,10:30 AM,0,0,0,0,0,0
Winter Intersession 2020,12/23/2020,Wednesday,11:30 AM,2,0,0,0,0,2
Winter Intersession 2020,12/23/2020,Wednesday,12:30 PM,3,0,0,0,0,3
Winter Intersession 2020,12/23/2020,Wednesday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,12/23/2020,Wednesday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/23/2020,Wednesday,3:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/23/2020,Wednesday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,12/23/2020,Wednesday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/4/2021,Monday,9:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/4/2021,Monday,10:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/4/2021,Monday,11:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/4/2021,Monday,12:30 PM,1,0,0,0,0,1
Winter Intersession 2020,1/4/2021,Monday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/4/2021,Monday,3:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/4/2021,Monday,4:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/4/2021,Monday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/5/2021,Tuesday,9:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/5/2021,Tuesday,10:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/5/2021,Tuesday,11:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/5/2021,Tuesday,12:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/5/2021,Tuesday,2:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/5/2021,Tuesday,3:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/5/2021,Tuesday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/5/2021,Tuesday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/6/2021,Wednesday,9:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/6/2021,Wednesday,10:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/6/2021,Wednesday,11:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/6/2021,Wednesday,12:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/6/2021,Wednesday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/6/2021,Wednesday,3:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/6/2021,Wednesday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/6/2021,Wednesday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/7/2021,Thursday,8:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/7/2021,Thursday,10:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/7/2021,Thursday,11:30 AM,1,0,0,0,5,6
Winter Intersession 2020,1/7/2021,Thursday,12:30 PM,1,0,0,0,0,1
Winter Intersession 2020,1/7/2021,Thursday,2:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/7/2021,Thursday,3:30 PM,4,0,1,0,0,5
Winter Intersession 2020,1/7/2021,Thursday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/7/2021,Thursday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/8/2021,Friday,9:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/8/2021,Friday,10:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/8/2021,Friday,11:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/8/2021,Friday,12:30 PM,1,0,0,2,0,3
Winter Intersession 2020,1/8/2021,Friday,1:30 PM,3,0,0,0,0,3
Winter Intersession 2020,1/8/2021,Friday,2:30 PM,3,0,0,0,0,3
Winter Intersession 2020,1/8/2021,Friday,3:30 PM,3,0,0,0,0,3
Winter Intersession 2020,1/8/2021,Friday,4:30 PM,1,0,0,0,0,1
Winter Intersession 2020,1/11/2021,Monday,9:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/11/2021,Monday,2:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/11/2021,Monday,3:30 PM,2,0,0,0,2,4
Winter Intersession 2020,1/11/2021,Monday,4:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/11/2021,Monday,5:30 PM,4,0,0,0,0,4
Winter Intersession 2020,1/12/2021,Tuesday,9:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/12/2021,Tuesday,10:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/12/2021,Tuesday,11:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/12/2021,Tuesday,12:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/12/2021,Tuesday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,1/12/2021,Tuesday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/12/2021,Tuesday,3:30 PM,4,0,0,0,1,5
Winter Intersession 2020,1/12/2021,Tuesday,4:30 PM,1,0,0,0,0,1
Winter Intersession 2020,1/12/2021,Tuesday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/13/2021,Wednesday,9:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/13/2021,Wednesday,10:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/13/2021,Wednesday,11:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/13/2021,Wednesday,12:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/13/2021,Wednesday,1:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/13/2021,Wednesday,2:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/13/2021,Wednesday,3:30 PM,3,0,0,0,1,4
Winter Intersession 2020,1/13/2021,Wednesday,4:30 PM,2,0,0,0,2,4
Winter Intersession 2020,1/13/2021,Wednesday,5:30 PM,1,0,0,0,0,1
Winter Intersession 2020,1/14/2021,Thursday,9:30 AM,0,0,0,0,0,0
Winter Intersession 2020,1/14/2021,Thursday,10:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/14/2021,Thursday,11:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/14/2021,Thursday,1:30 PM,1,0,0,0,0,1
Winter Intersession 2020,1/14/2021,Thursday,2:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/14/2021,Thursday,3:30 PM,0,0,0,0,1,1
Winter Intersession 2020,1/14/2021,Thursday,4:30 PM,2,0,0,0,1,3
Winter Intersession 2020,1/14/2021,Thursday,5:30 PM,0,0,0,0,0,0
Winter Intersession 2020,1/15/2021,Friday,9:30 AM,1,0,0,0,0,1
Winter Intersession 2020,1/15/2021,Friday,10:30 AM,2,0,0,0,0,2
Winter Intersession 2020,1/15/2021,Friday,11:30 AM,3,0,0,1,0,4
Winter Intersession 2020,1/15/2021,Friday,12:30 PM,2,0,0,0,0,2
Winter Intersession 2020,1/15/2021,Friday,12:30 PM,1,0,1,0,0,2
Winter Intersession 2020,1/15/2021,Friday,1:30 PM,5,0,1,0,0,6
Winter Intersession 2020,1/15/2021,Friday,2:30 PM,2,0,1,0,0,3
Winter Intersession 2020,1/15/2021,Friday,3:30 PM,2,0,2,0,0,4
Winter Intersession 2020,1/15/2021,Friday,4:30 PM,0,0,0,0,0,0
Spring 2021,1/19/2021,Tuesday,7:30 AM,0,0,0,0,0,0
Spring 2021,1/19/2021,Tuesday,8:30 AM,1,0,0,0,1,2
Spring 2021,1/19/2021,Tuesday,9:30 AM,2,0,0,0,1,3
Spring 2021,1/19/2021,Tuesday,9:30 AM,4,0,0,0,1,5
Spring 2021,1/19/2021,Tuesday,10:30 AM,5,0,0,0,0,5
Spring 2021,1/19/2021,Tuesday,11:30 AM,6,0,0,0,0,6
Spring 2021,1/19/2021,Tuesday,12:30 PM,13,0,0,0,0,13
Spring 2021,1/19/2021,Tuesday,1:30 PM,7,0,3,0,0,10
Spring 2021,1/19/2021,Tuesday,2:30 PM,8,0,1,0,0,9
Spring 2021,1/19/2021,Tuesday,3:30 PM,7,0,0,3,0,10
Spring 2021,1/19/2021,Tuesday,4:30 PM,8,0,0,1,0,9
Spring 2021,1/19/2021,Tuesday,5:30 PM,2,0,0,1,1,4
Spring 2021,1/19/2021,Tuesday,6:30 PM,4,0,0,0,1,5
Spring 2021,1/19/2021,Tuesday,7:30 PM,1,0,0,0,0,1
Spring 2021,1/20/2021,Wednesday,7:30 AM,1,0,0,0,0,1
Spring 2021,1/20/2021,Wednesday,8:30 AM,0,0,0,0,0,0
Spring 2021,1/20/2021,Wednesday,9:30 AM,5,0,0,0,0,5
Spring 2021,1/20/2021,Wednesday,10:30 AM,3,0,0,0,1,4
Spring 2021,1/20/2021,Wednesday,11:30 AM,3,0,0,0,3,6
Spring 2021,1/20/2021,Wednesday,12:30 PM,10,0,0,0,1,11
Spring 2021,1/20/2021,Wednesday,1:30 PM,8,0,0,0,0,8
Spring 2021,1/20/2021,Wednesday,2:30 PM,7,0,0,0,1,8
Spring 2021,1/20/2021,Wednesday,4:30 PM,4,0,1,0,0,5
Spring 2021,1/20/2021,Wednesday,5:30 PM,4,0,0,0,0,4
Spring 2021,1/20/2021,Wednesday,6:30 PM,1,0,1,0,0,2
Spring 2021,1/20/2021,Wednesday,7:30 PM,2,1,1,0,0,4
Spring 2021,1/21/2021,Thursday,7:30 AM,0,0,0,0,0,0
Spring 2021,1/21/2021,Thursday,8:30 AM,0,0,0,0,0,0
Spring 2021,1/21/2021,Thursday,9:30 AM,7,0,1,0,0,8
Spring 2021,1/21/2021,Thursday,10:30 AM,5,0,0,0,0,5
Spring 2021,1/21/2021,Thursday,11:30 AM,6,0,0,0,0,6
Spring 2021,1/21/2021,Thursday,12:30 PM,12,0,0,0,0,12
Spring 2021,1/21/2021,Thursday,12:30 PM,13,0,1,0,0,14
Spring 2021,1/21/2021,Thursday,1:30 PM,5,0,2,0,0,7
Spring 2021,1/21/2021,Thursday,2:30 PM,11,0,2,0,0,13
Spring 2021,1/21/2021,Thursday,3:30 PM,6,1,1,0,1,9
Spring 2021,1/21/2021,Thursday,4:30 PM,4,0,2,1,1,8
Spring 2021,1/21/2021,Thursday,5:30 PM,4,0,0,0,2,6
Spring 2021,1/21/2021,Thursday,6:30 PM,2,0,0,0,1,3
Spring 2021,1/21/2021,Thursday,7:30 PM,0,0,2,0,0,2
Spring 2021,1/22/2021,Friday,7:30 AM,1,0,0,0,0,1
Spring 2021,1/22/2021,Friday,8:30 AM,3,0,0,0,0,3
Spring 2021,1/22/2021,Friday,9:30 AM,5,0,1,0,0,6
Spring 2021,1/22/2021,Friday,10:30 AM,3,0,1,0,0,4
Spring 2021,1/22/2021,Friday,11:30 AM,4,0,0,0,0,4
Spring 2021,1/22/2021,Friday,12:30 PM,4,0,0,0,0,4
Spring 2021,1/22/2021,Friday,1:30 PM,6,0,0,0,0,6
Spring 2021,1/22/2021,Friday,2:30 PM,6,0,0,0,0,6
Spring 2021,1/22/2021,Friday,4:30 PM,5,0,0,0,0,5
Spring 2021,1/22/2021,Friday,5:30 PM,2,0,1,0,0,3
Spring 2021,1/22/2021,Friday,6:30 PM,1,0,1,0,0,2
Spring 2021,1/22/2021,Friday,7:30 PM,2,1,1,0,0,4
Spring 2021,1/23/2021,Saturday,9:30 AM,2,0,0,0,0,2
Spring 2021,1/23/2021,Saturday,10:30 AM,1,0,0,1,0,2
Spring 2021,1/23/2021,Saturday,11:30 AM,4,0,1,0,3,8
Spring 2021,1/23/2021,Saturday,1:30 PM,5,0,1,0,3,9
Spring 2021,1/23/2021,Saturday,12:30 PM,5,0,1,0,3,9
Spring 2021,1/23/2021,Saturday,1:30 PM,6,0,1,0,3,10
Spring 2021,1/23/2021,Saturday,2:30 PM,5,0,0,0,2,7
Spring 2021,1/25/2021,Monday,7:30 AM,1,0,0,0,1,2
Spring 2021,1/25/2021,Monday,8:30 AM,3,0,0,0,0,3
Spring 2021,1/25/2021,Monday,9:30 AM,6,0,1,0,0,7
Spring 2021,1/25/2021,Monday,10:30 AM,7,0,2,0,1,10
Spring 2021,1/25/2021,Monday,11:30 AM,12,0,2,0,4,18
Spring 2021,1/25/2021,Monday,12:30 PM,11,0,0,0,3,14
Spring 2021,1/25/2021,Monday,1:30 PM,5,0,0,0,3,8
Spring 2021,1/25/2021,Monday,2:30 PM,8,0,0,0,1,9
Spring 2021,1/25/2021,Monday,3:30 PM,3,0,1,0,3,7
Spring 2021,1/25/2021,Monday,4:30 PM,5,0,0,1,0,6
Spring 2021,1/25/2021,Monday,5:30 PM,5,0,1,0,2,8
Spring 2021,1/25/2021,Monday,6:30 PM,3,0,0,0,0,3
Spring 2021,1/25/2021,Monday,5:30 PM,2,0,2,1,0,5
Spring 2021,1/25/2021,Monday,6:30 PM,2,2,0,1,0,5
Spring 2021,1/25/2021,Monday,7:30 PM,2,0,0,0,0,2
Spring 2021,1/26/2021,Tuesday,7:30 AM,0,0,0,0,0,0
Spring 2021,1/26/2021,Tuesday,8:30 AM,1,0,1,0,0,2
Spring 2021,1/26/2021,Tuesday,9:30 AM,6,0,0,0,0,6
Spring 2021,1/26/2021,Tuesday,10:30 AM,7,0,0,0,1,8
Spring 2021,1/26/2021,Tuesday,11:30 AM,6,0,1,0,2,9
Spring 2021,1/26/2021,Tuesday,12:30 PM,5,0,2,0,1,8
Spring 2021,1/26/2021,Tuesday,1:30 PM,8,0,1,0,0,9
Spring 2021,1/26/2021,Tuesday,2:30 PM,9,0,1,0,1,11
Spring 2021,1/26/2021,Tuesday,3:30 PM,4,0,0,1,0,5
Spring 2021,1/26/2021,Tuesday,4:30 PM,6,0,0,2,0,8
Spring 2021,1/26/2021,Tuesday,5:30 PM,9,0,1,0,1,11
Spring 2021,1/26/2021,Tuesday,6:30 PM,3,0,1,0,0,4
Spring 2021,1/26/2021,Tuesday,7:30 PM,4,0,0,0,0,4
Spring 2021,1/27/2021,Wednesday,7:30 AM,2,0,0,0,0,2
Spring 2021,1/27/2021,Wednesday,8:30 AM,2,0,0,0,0,2
Spring 2021,1/27/2021,Wednesday,9:30 AM,3,0,0,0,0,3
Spring 2021,1/27/2021,Wednesday,10:30 AM,6,0,0,0,1,7
Spring 2021,1/27/2021,Wednesday,11:30 AM,4,1,1,0,1,7
Spring 2021,1/27/2021,Wednesday,12:30 PM,10,1,0,0,3,14
Spring 2021,1/27/2021,Wednesday,1:30 PM,12,0,0,0,3,15
Spring 2021,1/27/2021,Wednesday,2:30 PM,5,0,0,0,3,8
Spring 2021,1/27/2021,Wednesday,3:30 PM,4,0,0,0,1,5
Spring 2021,1/27/2021,Wednesday,4:30 PM,4,0,1,0,1,6
Spring 2021,1/27/2021,Wednesday,4:30 PM,5,0,1,0,0,6
Spring 2021,1/27/2021,Wednesday,5:30 PM,3,0,0,0,0,3
Spring 2021,1/27/2021,Wednesday,6:30 PM,3,0,0,0,0,3
Spring 2021,1/27/2021,Wednesday,7:30 PM,2,0,0,0,0,2
Spring 2021,1/28/2021,Thursday,7:30 AM,0,0,0,0,0,0
Spring 2021,1/28/2021,Thursday,8:30 AM,2,0,0,0,0,2
Spring 2021,1/28/2021,Thursday,9:30 AM,1,0,0,0,1,2
Spring 2021,1/28/2021,Thursday,10:30 AM,3,0,1,0,0,4
Spring 2021,1/28/2021,Thursday,11:30 AM,5,0,2,0,0,7
Spring 2021,1/28/2021,Thursday,12:30 PM,7,0,1,0,0,8
Spring 2021,1/28/2021,Thursday,1:30 PM,6,0,0,0,0,6
Spring 2021,1/28/2021,Thursday,2:30 PM,5,0,1,0,0,6
Spring 2021,1/28/2021,Thursday,3:30 PM,5,1,1,0,1,8
Spring 2021,1/28/2021,Thursday,4:30 PM,4,0,0,2,0,6
Spring 2021,1/28/2021,Thursday,6:30 PM,2,1,0,0,0,3
Spring 2021,1/28/2021,Thursday,5:30 PM,2,1,0,0,3,6
Spring 2021,1/28/2021,Thursday,7:30 PM,3,0,0,0,3,6
Spring 2021,1/29/2021,Friday,7:30 AM,3,0,0,0,0,3
Spring 2021,1/29/2021,Friday,8:30 AM,1,0,0,0,0,1
Spring 2021,1/29/2021,Friday,9:30 AM,1,0,0,0,0,1
Spring 2021,1/29/2021,Friday,10:30 AM,5,0,0,0,1,6
Spring 2021,1/29/2021,Friday,11:30 AM,5,0,0,0,1,6
Spring 2021,1/29/2021,Friday,12:30 PM,8,0,0,0,1,9
Spring 2021,1/29/2021,Friday,1:30 PM,10,0,0,0,2,12
Spring 2021,1/29/2021,Friday,12:30 PM,10,0,0,0,2,12
Spring 2021,1/29/2021,Friday,1:30 PM,6,0,0,0,1,7
Spring 2021,1/29/2021,Friday,2:30 PM,2,0,0,0,1,3
Spring 2021,1/29/2021,Friday,3:30 PM,3,0,1,0,0,4
Spring 2021,1/29/2021,Friday,4:30 PM,2,1,1,0,0,4
Spring 2021,1/29/2021,Friday,5:30 PM,4,1,1,0,0,6
Spring 2021,1/30/2021,Saturday,10:30 AM,1,0,0,0,1,2
Spring 2021,1/30/2021,Saturday,11:30 AM,1,0,0,0,1,2
Spring 2021,1/30/2021,Saturday,12:30 PM,2,0,0,0,3,5
Spring 2021,1/30/2021,Saturday,1:30 PM,2,0,0,0,0,2
Spring 2021,1/30/2021,Saturday,2:30 PM,2,0,0,0,0,2
Spring 2021,2/1/2021,Monday,7:30 AM,1,0,0,0,0,1
Spring 2021,2/1/2021,Monday,8:30 AM,3,0,0,0,0,3
Spring 2021,2/1/2021,Monday,9:30 AM,3,0,1,0,0,4
Spring 2021,2/1/2021,Monday,10:30 AM,5,0,1,0,0,6
Spring 2021,2/1/2021,Monday,11:30 AM,4,0,4,0,0,8
Spring 2021,2/1/2021,Monday,12:30 PM,4,0,0,0,2,6
Spring 2021,2/1/2021,Monday,1:30 PM,4,0,1,0,2,7
Spring 2021,2/1/2021,Monday,2:30 PM,3,0,2,0,1,6
Spring 2021,2/1/2021,Monday,4:30 PM,6,0,0,0,4,10
Spring 2021,2/1/2021,Monday,4:30 PM,3,0,0,2,0,5
Spring 2021,2/1/2021,Monday,5:30 PM,4,2,0,0,2,8
Spring 2021,2/1/2021,Monday,5:30 PM,3,0,0,2,0,5
Spring 2021,2/1/2021,Monday,6:30 PM,3,1,0,0,0,4
Spring 2021,2/1/2021,Monday,7:30 PM,3,1,0,0,0,4
Spring 2021,2/2/2021,Tuesday,7:30 AM,0,0,0,0,0,0
Spring 2021,2/2/2021,Tuesday,8:30 AM,1,0,0,0,0,1
Spring 2021,2/2/2021,Tuesday,9:30 AM,0,0,0,0,0,0
Spring 2021,2/2/2021,Tuesday,10:30 AM,7,0,1,0,0,8
Spring 2021,2/2/2021,Tuesday,10:30 AM,7,0,2,0,0,9
Spring 2021,2/2/2021,Tuesday,11:30 AM,7,0,1,0,1,9
Spring 2021,2/2/2021,Tuesday,12:30 PM,7,0,1,0,1,9
Spring 2021,2/2/2021,Tuesday,1:30 PM,7,0,0,0,1,8
Spring 2021,2/2/2021,Tuesday,2:30 PM,4,0,0,0,0,4
Spring 2021,2/2/2021,Tuesday,3:30 PM,1,0,0,1,0,2
Spring 2021,2/2/2021,Tuesday,4:30 PM,2,0,0,1,4,7
Spring 2021,2/2/2021,Tuesday,5:30 PM,3,1,0,0,0,4
Spring 2021,2/2/2021,Tuesday,6:30 PM,4,0,0,1,1,6
Spring 2021,2/2/2021,Tuesday,7:30 PM,3,0,0,0,1,4
Spring 2021,2/3/2021,Wednesday,7:30 AM,3,0,0,0,0,3
Spring 2021,2/3/2021,Wednesday,8:30 AM,0,0,0,0,0,0
Spring 2021,2/3/2021,Wednesday,9:30 AM,3,0,0,0,1,4
Spring 2021,2/3/2021,Wednesday,10:30 AM,6,0,1,0,0,7
Spring 2021,2/3/2021,Wednesday,11:30 AM,6,0,1,0,2,9
Spring 2021,2/3/2021,Wednesday,12:30 PM,4,0,1,0,3,8
Spring 2021,2/3/2021,Wednesday,1:30 PM,3,0,1,0,2,6
Spring 2021,2/3/2021,Wednesday,2:30 PM,6,0,2,0,1,9
Spring 2021,2/3/2021,Wednesday,4:30 PM,6,1,0,0,1,8
Spring 2021,2/3/2021,Wednesday,5:30 PM,3,1,1,0,1,6
Spring 2021,2/3/2021,Wednesday,6:30 PM,6,0,0,0,0,6
Spring 2021,2/3/2021,Wednesday,7:30 PM,1,0,0,0,0,1
Spring 2021,2/4/2021,Thursday,7:30 AM,0,0,0,0,1,1
Spring 2021,2/4/2021,Thursday,8:30 AM,0,0,0,0,1,1
Spring 2021,2/4/2021,Thursday,10:30 AM,1,0,1,0,2,4
Spring 2021,2/4/2021,Thursday,9:30 AM,1,0,1,0,2,4
Spring 2021,2/4/2021,Thursday,10:30 AM,2,0,1,0,2,5
Spring 2021,2/4/2021,Thursday,11:30 AM,5,0,1,0,0,6
