Semester,Date,DayOfWeek,Time,Computers,Silent,Quiet,Active,Other,Total
Spring 2019,4/24/2019,Wednesday,4:30 PM,25,2,13,7,3,50
Spring 2019,4/24/2019,Wednesday,5:30 PM,26,5,21,2,0,54
Spring 2019,4/24/2019,Wednesday,6:30 PM,13,4,9,0,1,27
Spring 2019,4/24/2019,Wednesday,7:30 PM,9,1,11,0,2,23
Spring 2019,4/25/2019,Thursday,7:30 AM,1,0,0,0,0,1
Spring 2019,4/25/2019,Thursday,8:30 AM,8,1,7,0,0,16
Spring 2019,4/25/2019,Thursday,9:30 AM,11,2,16,4,1,34
Spring 2019,4/25/2019,Thursday,10:30 AM,20,4,27,7,1,59
Spring 2019,4/25/2019,Thursday,11:30 AM,24,11,21,5,2,63
Spring 2019,4/25/2019,Thursday,12:30 PM,28,12,42,4,2,88
Spring 2019,4/25/2019,Thursday,1:30 PM,14,10,15,4,0,43
Spring 2019,4/25/2019,Thursday,2:30 PM,13,6,20,5,2,46
Spring 2019,4/25/2019,Thursday,3:30 PM,29,4,15,6,0,54
Spring 2019,4/25/2019,Thursday,4:30 PM,27,3,12,7,0,49
Spring 2019,4/25/2019,Thursday,5:30 PM,18,3,12,1,0,34
Spring 2019,4/25/2019,Thursday,6:30 PM,8,2,8,1,0,19
Spring 2019,4/25/2019,Thursday,7:30 PM,6,0,9,0,3,18
Spring 2019,4/25/2019,Thursday,8:30 PM,7,1,5,0,0,13
Spring 2019,4/26/2019,Friday,7:30 AM,2,0,0,0,0,2
Spring 2019,4/26/2019,Friday,8:30 AM,4,0,0,0,1,5
Spring 2019,4/26/2019,Friday,9:30 AM,5,0,1,0,1,7
Spring 2019,4/26/2019,Friday,10:30 AM,7,2,2,0,0,11
Spring 2019,4/26/2019,Friday,11:30 AM,11,1,1,0,1,14
Spring 2019,4/26/2019,Friday,12:30 PM,13,2,3,3,2,23
Spring 2019,4/26/2019,Friday,3:30 PM,10,2,2,1,0,15
Spring 2019,4/26/2019,Friday,5:30 PM,10,4,7,1,0,22
Spring 2019,4/26/2019,Friday,6:30 PM,9,1,3,0,0,13
Spring 2019,4/26/2019,Friday,7:30 PM,6,0,2,3,0,11
Spring 2019,4/26/2019,Friday,8:30 PM,2,0,2,1,0,5
Spring 2019,4/27/2019,Saturday,9:30 AM,2,0,0,0,2,4
Spring 2019,4/27/2019,Saturday,10:30 AM,1,0,3,0,0,4
Spring 2019,4/27/2019,Saturday,11:30 AM,4,0,3,0,1,8
Spring 2019,4/27/2019,Saturday,12:30 PM,5,0,4,0,1,10
Spring 2019,4/27/2019,Saturday,1:30 PM,6,0,5,0,1,12
Spring 2019,4/27/2019,Saturday,2:30 PM,12,0,3,1,0,16
Spring 2019,4/27/2019,Saturday,4:30 PM,11,0,5,0,0,16
Spring 2019,4/27/2019,Saturday,5:30 PM,2,0,0,0,0,2
Spring 2019,4/29/2019,Monday,7:30 AM,4,0,2,0,0,6
Spring 2019,4/29/2019,Monday,8:30 AM,13,7,7,1,0,28
Spring 2019,4/29/2019,Monday,9:30 AM,20,7,7,7,0,41
Spring 2019,4/29/2019,Monday,10:30 AM,20,7,30,6,0,63
Spring 2019,4/29/2019,Monday,11:30 AM,26,6,20,8,0,60
Spring 2019,4/29/2019,Monday,12:30 PM,45,10,36,17,5,113
Spring 2019,4/29/2019,Monday,1:30 PM,22,7,25,6,3,63
Spring 2019,4/29/2019,Monday,2:30 PM,27,8,19,4,2,60
Spring 2019,4/29/2019,Monday,3:30 PM,26,8,24,0,2,60
Spring 2019,4/29/2019,Monday,4:30 PM,19,5,17,0,1,42
Spring 2019,4/29/2019,Monday,5:30 PM,16,3,14,2,0,35
Spring 2019,4/29/2019,Monday,6:30 PM,22,6,10,0,0,38
Spring 2019,4/29/2019,Monday,7:30 PM,13,5,8,0,0,26
Spring 2019,4/29/2019,Monday,8:30 PM,6,3,2,2,0,13
Spring 2019,4/30/2019,Tuesday,7:30 AM,6,1,0,0,0,7
Spring 2019,4/30/2019,Tuesday,8:30 AM,10,1,4,1,0,16
Spring 2019,4/30/2019,Tuesday,9:30 AM,16,1,10,7,2,36
Spring 2019,4/30/2019,Tuesday,10:30 AM,27,2,16,1,0,46
Spring 2019,4/30/2019,Tuesday,11:30 AM,24,6,17,1,0,48
Spring 2019,4/30/2019,Tuesday,12:30 PM,33,10,47,7,7,104
Spring 2019,4/30/2019,Tuesday,1:30 PM,19,7,15,8,0,49
Spring 2019,4/30/2019,Tuesday,2:30 PM,14,5,15,4,0,38
Spring 2019,4/30/2019,Tuesday,3:30 PM,18,3,12,4,1,38
Spring 2019,4/30/2019,Tuesday,4:30 PM,22,2,8,2,1,35
Spring 2019,4/30/2019,Tuesday,5:30 PM,17,2,13,1,0,33
Spring 2019,4/30/2019,Tuesday,6:30 PM,13,1,4,0,0,18
Spring 2019,4/30/2019,Tuesday,7:30 PM,13,2,2,0,0,17
Spring 2019,4/30/2019,Tuesday,8:30 PM,12,1,0,3,0,16
Spring 2019,5/1/2019,Wednesday,7:30 AM,1,0,1,0,2,4
Spring 2019,5/1/2019,Wednesday,8:30 AM,12,2,8,4,1,27
Spring 2019,5/1/2019,Wednesday,9:30 AM,21,4,10,4,0,39
Spring 2019,5/1/2019,Wednesday,10:30 AM,32,10,25,7,0,74
Spring 2019,5/1/2019,Wednesday,11:30 AM,37,4,31,7,0,79
Spring 2019,5/1/2019,Wednesday,12:30 PM,36,6,36,12,7,97
Spring 2019,5/1/2019,Wednesday,1:30 PM,26,8,24,1,3,62
Spring 2019,5/1/2019,Wednesday,2:30 PM,23,4,20,1,2,50
Spring 2019,5/1/2019,Wednesday,3:30 PM,40,6,21,3,2,72
Spring 2019,5/1/2019,Wednesday,4:30 PM,20,4,12,2,1,39
Spring 2019,5/1/2019,Wednesday,5:30 PM,23,4,13,3,1,44
Spring 2019,5/1/2019,Wednesday,6:30 PM,11,2,6,0,0,19
Spring 2019,5/1/2019,Wednesday,7:30 PM,13,2,8,2,0,25
Spring 2019,5/1/2019,Wednesday,8:30 PM,10,1,4,2,0,17
Spring 2019,5/2/2019,Thursday,10:30 AM,26,5,5,5,4,45
Spring 2019,5/2/2019,Thursday,11:30 AM,39,7,4,4,3,57
Spring 2019,5/2/2019,Thursday,12:30 PM,47,6,15,15,3,86
Spring 2019,5/2/2019,Thursday,1:30 PM,26,7,7,7,3,50
Spring 2019,5/2/2019,Thursday,2:30 PM,26,3,6,6,0,41
Spring 2019,5/2/2019,Thursday,3:30 PM,24,5,5,5,2,41
Spring 2019,5/2/2019,Thursday,4:30 PM,23,4,7,7,1,42
Spring 2019,5/2/2019,Thursday,5:30 PM,25,2,0,0,1,28
Spring 2019,5/2/2019,Thursday,6:30 PM,16,1,0,0,0,17
Spring 2019,5/2/2019,Thursday,7:30 PM,10,2,0,0,0,12
Spring 2019,5/2/2019,Thursday,8:30 PM,8,2,0,0,0,10
Spring 2019,5/3/2019,Friday,7:30 AM,4,0,3,0,0,7
Spring 2019,5/3/2019,Friday,9:30 AM,6,0,3,0,0,9
Spring 2019,5/3/2019,Friday,10:30 AM,6,1,3,1,0,11
Spring 2019,5/3/2019,Friday,11:30 AM,11,1,7,1,2,22
Spring 2019,5/3/2019,Friday,12:30 PM,15,1,6,2,2,26
Spring 2019,5/3/2019,Friday,1:30 PM,10,2,5,2,1,20
Spring 2019,5/3/2019,Friday,2:30 PM,9,1,4,0,1,15
Spring 2019,5/3/2019,Friday,5:30 PM,7,1,5,0,1,14
Spring 2019,5/3/2019,Friday,6:30 PM,7,0,4,0,0,11
Spring 2019,5/3/2019,Friday,8:30 PM,4,0,0,0,0,4
Spring 2019,5/4/2019,Saturday,9:30 AM,1,0,0,0,0,1
Spring 2019,5/4/2019,Saturday,10:30 AM,3,1,7,0,0,11
Spring 2019,5/4/2019,Saturday,12:30 PM,6,1,11,3,0,21
Spring 2019,5/4/2019,Saturday,1:30 PM,8,2,12,2,0,24
Spring 2019,5/4/2019,Saturday,2:30 PM,9,1,11,0,0,21
Spring 2019,5/4/2019,Saturday,3:30 PM,9,2,8,0,0,19
Spring 2019,5/4/2019,Saturday,4:30 PM,8,2,5,1,0,16
Spring 2019,5/4/2019,Saturday,5:30 PM,2,2,1,0,0,5
Spring 2019,5/6/2019,Monday,7:30 AM,6,1,0,0,0,7
Spring 2019,5/6/2019,Monday,8:30 AM,9,1,3,0,0,13
Spring 2019,5/6/2019,Monday,9:30 AM,13,5,9,3,1,31
Spring 2019,5/6/2019,Monday,10:30 AM,13,5,14,5,3,40
Spring 2019,5/6/2019,Monday,11:30 AM,19,9,30,4,0,62
Spring 2019,5/6/2019,Monday,12:30 PM,27,8,28,9,5,77
Spring 2019,5/6/2019,Monday,1:30 PM,35,8,33,6,3,85
Spring 2019,5/6/2019,Monday,2:30 PM,27,8,18,5,2,60
Spring 2019,5/6/2019,Monday,3:30 PM,22,5,18,4,1,50
Spring 2019,5/6/2019,Monday,4:30 PM,24,6,12,3,1,46
Spring 2019,5/6/2019,Monday,5:30 PM,27,4,18,1,0,50
Spring 2019,5/6/2019,Monday,6:30 PM,20,4,9,2,3,38
Spring 2019,5/6/2019,Monday,7:30 PM,19,5,9,5,3,41
Spring 2019,5/6/2019,Monday,8:30 PM,11,5,4,3,3,26
Spring 2019,5/7/2019,Tuesday,7:30 AM,2,1,3,0,0,6
Spring 2019,5/7/2019,Tuesday,8:30 AM,3,0,3,0,1,7
Spring 2019,5/7/2019,Tuesday,9:30 AM,12,3,17,2,2,36
Spring 2019,5/7/2019,Tuesday,10:30 AM,23,9,23,6,3,64
Spring 2019,5/7/2019,Tuesday,11:30 AM,22,5,18,9,2,56
Spring 2019,5/7/2019,Tuesday,12:30 PM,25,9,19,8,3,64
Spring 2019,5/7/2019,Tuesday,1:30 PM,18,8,34,8,2,70
Spring 2019,5/7/2019,Tuesday,2:30 PM,21,10,25,6,2,64
Spring 2019,5/7/2019,Tuesday,3:30 PM,21,8,25,9,0,63
Spring 2019,5/7/2019,Tuesday,4:30 PM,18,5,13,3,0,39
Spring 2019,5/7/2019,Tuesday,5:30 PM,23,6,11,2,1,43
Spring 2019,5/7/2019,Tuesday,6:30 PM,27,2,6,3,2,40
Spring 2019,5/7/2019,Tuesday,7:30 PM,16,0,4,0,0,20
Spring 2019,5/7/2019,Tuesday,8:30 PM,3,1,2,0,0,6
Spring 2019,5/8/2019,Wednesday,7:30 AM,2,0,0,0,0,2
Spring 2019,5/8/2019,Wednesday,8:30 AM,10,2,8,0,0,20
Spring 2019,5/8/2019,Wednesday,9:30 AM,19,5,8,2,1,35
Spring 2019,5/8/2019,Wednesday,10:30 AM,37,11,28,10,1,87
Spring 2019,5/8/2019,Wednesday,11:30 AM,23,7,17,3,2,52
Spring 2019,5/8/2019,Wednesday,12:30 PM,28,8,39,4,0,79
Spring 2019,5/8/2019,Wednesday,1:30 PM,22,5,16,5,4,52
Spring 2019,5/8/2019,Wednesday,2:30 PM,18,6,11,1,2,38
Spring 2019,5/8/2019,Wednesday,3:30 PM,13,3,8,3,0,27
Spring 2019,5/8/2019,Wednesday,4:30 PM,16,2,17,3,0,38
Spring 2019,5/8/2019,Wednesday,5:30 PM,19,4,15,4,3,45
Spring 2019,5/8/2019,Wednesday,6:30 PM,10,3,9,3,2,27
Spring 2019,5/8/2019,Wednesday,7:30 PM,12,4,11,4,2,33
Spring 2019,5/8/2019,Wednesday,8:30 PM,7,1,7,0,0,15
Spring 2019,5/9/2019,Thursday,7:30 AM,2,1,1,0,0,4
Spring 2019,5/9/2019,Thursday,8:30 AM,8,3,11,3,1,26
Spring 2019,5/9/2019,Thursday,9:30 AM,9,3,14,4,0,30
Spring 2019,5/9/2019,Thursday,10:30 AM,20,7,30,5,4,66
Summer Intersession 2019,5/13/2019,Monday,8:30 AM,0,0,0,1,0,1
Summer Intersession 2019,5/13/2019,Monday,9:30 AM,1,0,0,1,0,2
Summer Intersession 2019,5/13/2019,Monday,10:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/13/2019,Monday,11:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/13/2019,Monday,12:30 PM,0,0,0,0,0,0
Summer Intersession 2019,5/13/2019,Monday,1:30 PM,0,0,0,0,0,0
Summer Intersession 2019,5/14/2019,Tuesday,9:30 AM,1,0,0,1,0,2
Summer Intersession 2019,5/14/2019,Tuesday,9:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/14/2019,Tuesday,10:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/14/2019,Tuesday,12:30 PM,0,0,0,1,0,1
Summer Intersession 2019,5/14/2019,Tuesday,12:30 PM,0,0,0,1,0,1
Summer Intersession 2019,5/14/2019,Tuesday,1:30 PM,0,0,0,1,0,1
Summer Intersession 2019,5/14/2019,Tuesday,2:30 PM,0,0,0,1,1,2
Summer Intersession 2019,5/14/2019,Tuesday,3:30 PM,0,0,0,1,1,2
Summer Intersession 2019,5/15/2019,Wednesday,9:30 AM,0,0,0,0,0,0
Summer Intersession 2019,5/15/2019,Wednesday,9:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/15/2019,Wednesday,9:30 AM,0,0,0,0,0,0
Summer Intersession 2019,5/15/2019,Wednesday,9:30 AM,0,0,0,1,0,1
Summer Intersession 2019,5/15/2019,Wednesday,2:30 PM,0,0,0,0,1,1
Summer Intersession 2019,5/15/2019,Wednesday,3:30 PM,0,0,0,3,1,4
Summer Intersession 2019,5/15/2019,Wednesday,4:30 PM,0,0,0,4,0,4
Summer Intersession 2019,5/15/2019,Wednesday,5:30 PM,0,0,0,2,3,5
Summer Intersession 2019,5/16/2019,Thursday,9:30 AM,0,0,0,0,0,0
Summer Intersession 2019,5/16/2019,Thursday,10:30 AM,3,0,0,5,0,8
Summer Intersession 2019,5/16/2019,Thursday,11:30 AM,1,0,0,5,0,6
Summer Intersession 2019,5/16/2019,Thursday,12:30 PM,0,0,0,0,0,0
Summer Intersession 2019,5/16/2019,Thursday,1:30 PM,0,0,0,0,0,0
Summer Intersession 2019,5/16/2019,Thursday,2:30 PM,0,0,0,4,2,6
Summer Intersession 2019,5/16/2019,Thursday,3:30 PM,0,0,0,2,2,4
Summer Intersession 2019,5/16/2019,Thursday,4:30 PM,0,0,0,0,1,1
Summer Intersession 2019,5/16/2019,Thursday,5:30 PM,0,0,0,0,0,0
Summer Intersession 2019,5/17/2019,Friday,9:30 AM,3,0,0,0,0,3
Summer Intersession 2019,5/17/2019,Friday,10:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/17/2019,Friday,11:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/17/2019,Friday,12:30 PM,3,0,1,0,0,4
Summer Intersession 2019,5/17/2019,Friday,1:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/17/2019,Friday,2:30 PM,2,1,0,0,0,3
Summer Intersession 2019,5/17/2019,Friday,3:30 PM,4,1,2,0,0,7
Summer Intersession 2019,5/17/2019,Friday,4:30 PM,3,1,2,0,0,6
Summer Intersession 2019,5/17/2019,Friday,5:30 PM,4,1,0,0,1,6
Summer Intersession 2019,5/20/2019,Monday,7:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/20/2019,Monday,8:30 AM,3,0,0,0,0,3
Summer Intersession 2019,5/20/2019,Monday,9:30 AM,2,0,1,0,0,3
Summer Intersession 2019,5/21/2019,Tuesday,10:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/21/2019,Tuesday,11:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/21/2019,Tuesday,12:30 PM,2,0,0,0,0,2
Summer Intersession 2019,5/21/2019,Tuesday,1:30 PM,4,1,0,0,0,5
Summer Intersession 2019,5/21/2019,Tuesday,2:30 PM,6,0,0,0,0,6
Summer Intersession 2019,5/21/2019,Tuesday,3:30 PM,4,2,0,0,0,6
Summer Intersession 2019,5/21/2019,Tuesday,4:30 PM,1,0,0,0,0,1
Summer Intersession 2019,5/21/2019,Tuesday,5:30 PM,2,0,2,0,0,4
Summer Intersession 2019,5/22/2019,Wednesday,7:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/22/2019,Wednesday,8:30 AM,3,0,0,0,0,3
Summer Intersession 2019,5/22/2019,Wednesday,9:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/21/2019,Tuesday,2:30 PM,3,1,0,0,0,4
Summer Intersession 2019,5/21/2019,Tuesday,3:30 PM,8,1,2,0,0,11
Summer Intersession 2019,5/22/2019,Wednesday,12:30 PM,3,1,1,0,0,5
Summer Intersession 2019,5/21/2019,Tuesday,4:30 PM,6,0,0,0,0,6
Summer Intersession 2019,5/22/2019,Wednesday,1:30 PM,6,0,0,0,0,6
Summer Intersession 2019,5/22/2019,Wednesday,2:30 PM,1,0,3,0,0,4
Summer Intersession 2019,5/22/2019,Wednesday,3:30 PM,2,0,2,0,0,4
Summer Intersession 2019,5/22/2019,Wednesday,4:30 PM,1,0,3,0,0,4
Summer Intersession 2019,5/22/2019,Wednesday,5:30 PM,2,1,2,0,0,5
Summer Intersession 2019,5/23/2019,Thursday,7:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/23/2019,Thursday,8:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/23/2019,Thursday,10:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/23/2019,Thursday,11:30 AM,2,1,5,0,0,8
Summer Intersession 2019,5/23/2019,Thursday,12:30 PM,1,1,4,0,0,6
Summer Intersession 2019,5/23/2019,Thursday,1:30 PM,1,1,4,0,0,6
Summer Intersession 2019,5/23/2019,Thursday,2:30 PM,3,1,1,0,0,5
Summer Intersession 2019,5/23/2019,Thursday,3:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/23/2019,Thursday,4:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/23/2019,Thursday,5:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/24/2019,Friday,7:30 AM,0,0,0,0,0,0
Summer Intersession 2019,5/24/2019,Friday,8:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/24/2019,Friday,9:30 AM,3,0,0,0,0,3
Summer Intersession 2019,5/24/2019,Friday,10:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/24/2019,Friday,11:30 AM,4,1,0,0,0,5
Summer Intersession 2019,5/24/2019,Friday,12:30 PM,2,1,0,0,0,3
Summer Intersession 2019,5/24/2019,Friday,2:30 PM,3,1,2,0,0,6
Summer Intersession 2019,5/24/2019,Friday,3:30 PM,0,0,2,0,0,2
Summer Intersession 2019,5/24/2019,Friday,5:30 PM,0,1,0,0,0,1
Summer Intersession 2019,5/28/2019,Tuesday,7:30 AM,0,0,0,0,0,0
Summer Intersession 2019,5/28/2019,Tuesday,8:30 AM,0,0,0,0,0,0
Summer Intersession 2019,5/28/2019,Tuesday,9:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/28/2019,Tuesday,10:30 AM,4,0,0,0,0,4
Summer Intersession 2019,5/28/2019,Tuesday,11:30 AM,1,1,1,0,0,3
Summer Intersession 2019,5/28/2019,Tuesday,12:30 PM,3,1,4,0,0,8
Summer Intersession 2019,5/28/2019,Tuesday,1:30 PM,2,1,2,0,0,5
Summer Intersession 2019,5/28/2019,Tuesday,2:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/28/2019,Tuesday,4:30 PM,3,1,1,0,0,5
Summer Intersession 2019,5/28/2019,Tuesday,5:30 PM,1,1,0,0,0,2
Summer Intersession 2019,5/29/2019,Wednesday,7:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/29/2019,Wednesday,10:30 AM,2,0,1,0,1,4
Summer Intersession 2019,5/29/2019,Wednesday,10:30 AM,4,1,1,0,0,6
Summer Intersession 2019,5/29/2019,Wednesday,11:30 AM,4,1,0,0,0,5
Summer Intersession 2019,5/29/2019,Wednesday,12:30 PM,7,2,1,0,3,13
Summer Intersession 2019,5/29/2019,Wednesday,1:30 PM,6,1,1,0,0,8
Summer Intersession 2019,5/29/2019,Wednesday,2:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/29/2019,Wednesday,3:30 PM,4,1,0,0,0,5
Summer Intersession 2019,5/29/2019,Wednesday,5:30 PM,4,0,1,0,0,5
Summer Intersession 2019,5/30/2019,Thursday,7:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/30/2019,Thursday,8:30 AM,0,1,0,0,0,1
Summer Intersession 2019,5/30/2019,Thursday,9:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/30/2019,Thursday,10:30 AM,6,0,0,0,2,8
Summer Intersession 2019,5/30/2019,Thursday,11:30 AM,6,0,0,0,0,6
Summer Intersession 2019,5/30/2019,Thursday,12:30 PM,3,1,0,0,4,8
Summer Intersession 2019,5/30/2019,Thursday,1:30 PM,3,1,0,0,0,4
Summer Intersession 2019,5/30/2019,Thursday,3:30 PM,4,3,0,0,0,7
Summer Intersession 2019,5/30/2019,Thursday,4:30 PM,1,1,0,0,0,2
Summer Intersession 2019,5/30/2019,Thursday,5:30 PM,0,2,0,0,0,2
Summer Intersession 2019,5/31/2019,Friday,7:30 AM,1,0,0,0,0,1
Summer Intersession 2019,5/31/2019,Friday,8:30 AM,2,0,0,0,0,2
Summer Intersession 2019,5/31/2019,Friday,9:30 AM,5,0,1,0,0,6
Summer Intersession 2019,5/31/2019,Friday,10:30 AM,4,0,0,0,0,4
Summer Intersession 2019,5/31/2019,Friday,11:30 AM,5,0,0,0,0,5
Summer Intersession 2019,5/31/2019,Friday,12:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/31/2019,Friday,1:30 PM,3,1,1,0,0,5
Summer Intersession 2019,5/31/2019,Friday,3:30 PM,3,0,5,0,0,8
Summer Intersession 2019,5/31/2019,Friday,4:30 PM,2,0,1,0,0,3
Summer Intersession 2019,5/31/2019,Friday,5:30 PM,1,1,0,0,0,2
Summer 2019,6/3/2019,Monday,8:30 AM,2,0,1,0,2,5
Summer 2019,6/3/2019,Monday,9:30 AM,5,3,4,0,2,14
Summer 2019,6/3/2019,Monday,10:30 AM,22,2,4,2,0,30
Summer 2019,6/3/2019,Monday,11:30 AM,9,1,4,2,0,16
Summer 2019,6/3/2019,Monday,1:30 PM,13,4,7,0,0,24
Summer 2019,6/3/2019,Monday,2:30 PM,8,1,8,0,0,17
Summer 2019,6/3/2019,Monday,3:30 PM,11,3,9,0,0,23
Summer 2019,6/3/2019,Monday,4:30 PM,12,2,5,0,0,19
Summer 2019,6/3/2019,Monday,5:30 PM,8,1,2,0,0,11
Summer 2019,6/3/2019,Monday,6:30 PM,3,1,1,0,0,5
Summer 2019,6/3/2019,Monday,7:30 PM,6,1,0,0,0,7
Summer 2019,6/4/2019,Tuesday,8:30 AM,5,1,0,0,0,6
Summer 2019,6/4/2019,Tuesday,10:30 AM,7,2,5,0,0,14
Summer 2019,6/4/2019,Tuesday,11:30 AM,11,1,3,0,0,15
Summer 2019,6/4/2019,Tuesday,12:30 PM,16,2,2,0,0,20
Summer 2019,6/4/2019,Tuesday,1:30 PM,11,3,5,0,0,19
Summer 2019,6/4/2019,Tuesday,2:30 PM,5,0,1,1,0,7
Summer 2019,6/4/2019,Tuesday,3:30 PM,7,0,4,1,0,12
Summer 2019,6/4/2019,Tuesday,4:30 PM,10,1,2,1,0,14
Summer 2019,6/4/2019,Tuesday,5:30 PM,4,1,2,1,0,8
Summer 2019,6/4/2019,Tuesday,7:30 PM,4,1,1,2,0,8
Summer 2019,6/4/2019,Tuesday,8:30 PM,1,0,1,0,0,2
Summer 2019,6/5/2019,Wednesday,10:30 AM,6,1,5,0,0,12
Summer 2019,6/5/2019,Wednesday,11:30 AM,5,0,5,3,0,13
Summer 2019,6/5/2019,Wednesday,12:30 PM,8,1,7,1,2,19
Summer 2019,6/5/2019,Wednesday,1:30 PM,11,1,3,1,0,16
Summer 2019,6/5/2019,Wednesday,2:30 PM,8,1,5,0,0,14
Summer 2019,6/5/2019,Wednesday,3:30 PM,6,2,5,0,0,13
Summer 2019,6/5/2019,Wednesday,4:30 PM,12,1,7,0,0,20
Summer 2019,6/5/2019,Wednesday,5:30 PM,12,0,8,0,0,20
Summer 2019,6/5/2019,Wednesday,6:30 PM,4,0,2,0,0,6
Summer 2019,6/5/2019,Wednesday,7:30 PM,5,0,2,0,0,7
Summer 2019,6/5/2019,Wednesday,8:30 PM,2,0,1,0,0,3
Summer 2019,6/6/2019,Thursday,7:30 AM,0,0,1,0,0,1
Summer 2019,6/6/2019,Thursday,8:30 AM,1,0,9,2,0,12
Summer 2019,6/6/2019,Thursday,9:30 AM,4,0,4,2,2,12
Summer 2019,6/6/2019,Thursday,10:30 AM,5,0,4,2,0,11
Summer 2019,6/6/2019,Thursday,11:30 AM,9,0,4,2,0,15
Summer 2019,6/6/2019,Thursday,12:30 PM,12,2,6,0,0,20
Summer 2019,6/6/2019,Thursday,1:30 PM,8,1,3,0,0,12
Summer 2019,6/6/2019,Thursday,2:30 PM,7,1,3,2,0,13
Summer 2019,6/6/2019,Thursday,3:30 PM,7,1,5,1,0,14
Summer 2019,6/6/2019,Thursday,4:30 PM,6,2,6,1,0,15
Summer 2019,6/6/2019,Thursday,5:30 PM,6,0,7,0,1,14
Summer 2019,6/6/2019,Thursday,6:30 PM,3,1,3,2,0,9
Summer 2019,6/6/2019,Thursday,7:30 PM,4,1,2,0,0,7
Summer 2019,6/6/2019,Thursday,8:30 PM,4,0,0,0,0,4
Summer 2019,6/7/2019,Friday,7:30 AM,1,0,0,0,0,1
Summer 2019,6/7/2019,Friday,8:30 AM,2,0,1,1,0,4
Summer 2019,6/7/2019,Friday,9:30 AM,5,0,1,0,0,6
Summer 2019,6/7/2019,Friday,10:30 AM,8,1,2,0,0,11
Summer 2019,6/7/2019,Friday,11:30 AM,9,1,3,0,0,13
Summer 2019,6/7/2019,Friday,12:30 PM,7,1,9,0,0,17
Summer 2019,6/10/2019,Monday,8:30 AM,7,1,2,0,0,10
Summer 2019,6/10/2019,Monday,9:30 AM,6,1,3,0,0,10
Summer 2019,6/10/2019,Monday,10:30 AM,4,1,2,0,0,7
Summer 2019,6/10/2019,Monday,11:30 AM,5,1,9,2,0,17
Summer 2019,6/10/2019,Monday,12:30 PM,15,7,12,4,0,38
Summer 2019,6/10/2019,Monday,1:30 PM,9,3,8,4,0,24
Summer 2019,6/10/2019,Monday,2:30 PM,9,2,5,0,1,17
Summer 2019,6/10/2019,Monday,4:30 PM,6,3,5,0,0,14
Summer 2019,6/10/2019,Monday,5:30 PM,7,0,7,3,0,17
Summer 2019,6/10/2019,Monday,6:30 PM,1,0,3,0,0,4
Summer 2019,6/10/2019,Monday,7:30 PM,2,0,4,0,0,6
Summer 2019,6/10/2019,Monday,8:30 PM,3,1,3,0,0,7
Summer 2019,6/11/2019,Tuesday,7:30 AM,0,0,0,0,0,0
Summer 2019,6/11/2019,Tuesday,8:30 AM,4,1,2,0,0,7
Summer 2019,6/11/2019,Tuesday,9:30 AM,8,2,2,0,0,12
Summer 2019,6/11/2019,Tuesday,10:30 AM,6,1,5,0,0,12
Summer 2019,6/11/2019,Tuesday,11:30 AM,9,1,3,1,2,16
Summer 2019,6/11/2019,Tuesday,12:30 PM,19,1,4,1,0,25
Summer 2019,6/11/2019,Tuesday,1:30 PM,3,0,2,1,0,6
Summer 2019,6/11/2019,Tuesday,2:30 PM,7,0,3,2,0,12
Summer 2019,6/11/2019,Tuesday,4:30 PM,10,0,2,0,1,13
Summer 2019,6/11/2019,Tuesday,5:30 PM,11,0,3,0,0,14
Summer 2019,6/11/2019,Tuesday,7:30 PM,2,3,0,0,0,5
Summer 2019,6/11/2019,Tuesday,8:30 PM,5,0,1,0,0,6
Summer 2019,6/12/2019,Wednesday,7:30 AM,2,1,0,0,0,3
